web-scraper-order,web-scraper-start-url,tag,date,title
"1576034484-412","https://www.ettoday.net/news/news-list.htm","國際","2019/12/10 17:25","哈佛只讀6個月就輟學！　他10年打造市值90億「南韓亞馬遜」"
"1576034484-184","https://www.ettoday.net/news/news-list.htm","國際","2019/12/10 23:34","馬斯克開Cybertruck「防彈車」　吃完壽司直接撞翻路牌！"
"1576034484-465","https://www.ettoday.net/news/news-list.htm","房產雲","2019/12/10 16:35","聖誕節試營運！麗寶打造全台最大Outlet Mall　影城、獨家精品都來了"
"1576034484-100","https://www.ettoday.net/news/news-list.htm","財經","2019/12/11 09:07","電子三雄齊開高　台股今開盤小漲7點"
"1576034484-422","https://www.ettoday.net/news/news-list.htm","體育","2019/12/10 17:18","扯！　網球職業賽出現48比0雙蛋「完全比賽」"
"1576034484-741","https://www.ettoday.net/news/news-list.htm","消費","2019/12/10 11:37","14天的婚假該去哪？親愛的，義大利度蜜月幫你們安排好了"
"1576034484-746","https://www.ettoday.net/news/news-list.htm","大陸","2019/12/10 11:30","19歲綠髮妹最後復仇！　擁抱中亮刀「割前男友10公分嘴邊肉」血噴滿地"
"1576034484-153","https://www.ettoday.net/news/news-list.htm","國際","2019/12/11 02:50","島上人類活埋全滅…只剩一隻虎班貓　紐西蘭懷特島歷史最慘噴發"
"1576034484-262","https://www.ettoday.net/news/news-list.htm","國際","2019/12/10 20:40","柏林貓熊雙胞胎出生滿百日　園方取名夢圓、夢想"
"1576034484-1","https://www.ettoday.net/news/news-list.htm","健康","2019/12/11 11:18","陳玉珍送台大急診引「立委看病特殊流程」爭議　陳時中：沒有就醫特權SOP"
"1576034484-684","https://www.ettoday.net/news/news-list.htm","旅遊","2019/12/10 12:33","不用到夜市在家也能吃到「桂花蜜冰火湯圓」　冬至小7網美湯圓第2件全6折"
"1576034484-587","https://www.ettoday.net/news/news-list.htm","國際","2019/12/10 14:41","接受骨髓移植4年　「精液含捐贈者DNA」他震驚：我好像被取代"
"1576034484-12","https://www.ettoday.net/news/news-list.htm","影劇","2019/12/11 11:08","白藝潾掰了JYP後首出輯橫掃榜單！　「《SQUARE》創韓樂史第一人紀錄」坦承：需要很大的勇氣"
"1576034484-380","https://www.ettoday.net/news/news-list.htm","生活","2019/12/10 17:57","身邊妹子一直出國！30歲OL嘆「連日本都去不了」　網正反戰：30K狂飛怎辦到"
"1576034484-276","https://www.ettoday.net/news/news-list.htm","時尚","2019/12/10 20:17","獨／遠百信義A13揭秘！　快速電梯、景觀高空露台、館內可「免提物輕鬆逛」"
"1576034484-57","https://www.ettoday.net/news/news-list.htm","國際","2019/12/11 10:21","台德建交公聽會激烈辯論！議員質疑受制中國　外交官員：保持關係不容易"
"1576034484-192","https://www.ettoday.net/news/news-list.htm","新奇","2019/12/10 23:20","彩券中了4334萬！他慘被告知「抱歉傳錯人了」　結局超展開"
"1576034484-446","https://www.ettoday.net/news/news-list.htm","房產雲","2019/12/10 16:58","獲世界級三大設計獎項肯定　高雄建案還沒開賣就成台灣之光"
"1576034484-225","https://www.ettoday.net/news/news-list.htm","生活","2019/12/10 21:46","羅友志在世新：名嘴做直播網紅是迎向潮流趨勢"
"1576034484-589","https://www.ettoday.net/news/news-list.htm","國際","2019/12/10 14:40","紐國火山爆發47死傷失蹤！遊客國籍出爐　警改口：現在啟動刑事調查還太早"
"1576034484-400","https://www.ettoday.net/news/news-list.htm","消費","2019/12/10 17:40","說走就走！2020年「長榮直飛米蘭」　民眾：太興奮了"
"1576034484-756","https://www.ettoday.net/news/news-list.htm","3C家電","2019/12/10 11:21","電子郵件可以輕鬆大批轉寄囉！G Suite推出Gmail附加郵件功能　可一次夾帶多封Email"
"1576034484-154","https://www.ettoday.net/news/news-list.htm","政治","2019/12/11 02:44","上校艦長P圖韓國瑜不雅照　劉寶傑四度崩潰：這個人捍衛海疆「我命真大」"
"1576034484-258","https://www.ettoday.net/news/news-list.htm","社會","2019/12/10 20:51","高中生借錢買9萬機車！遭設局簽156萬本票　慘背「266%重利」還被暴打嚇瘋"
"1576034484-628","https://www.ettoday.net/news/news-list.htm","財經","2019/12/10 13:48","電子三雄集體走跌　台股收盤下跌32點"
"1576034484-392","https://www.ettoday.net/news/news-list.htm","寵物動物","2019/12/10 17:46","媽媽回家衝去迎接！胖喵化身家政婦「拱背擦地板」：快稱讚我"
"1576034484-393","https://www.ettoday.net/news/news-list.htm","地方","2019/12/10 17:45","新竹市6處節電示範社區出爐　帶動節電風氣"
"1576034484-298","https://www.ettoday.net/news/news-list.htm","國際","2019/12/10 19:39","美農業部長透露川普心聲　新一輪對中關稅可能「推遲或取消」"
"1576034484-93","https://www.ettoday.net/news/news-list.htm","影劇","2019/12/11 09:18","陳建隆深夜爆粗口怒飆「陳子玄離婚原因」！　撕破臉：聽清楚這是我的家"
"1576034484-596","https://www.ettoday.net/news/news-list.htm","時尚","2019/12/10 14:35","碧昂絲斬斷性醜聞大亨　露半臀秀自營品牌與Adidas聯名衣"
"1576034484-474","https://www.ettoday.net/news/news-list.htm","財經","2019/12/10 16:23","凱基證券總座異動　副董事長Osama Abbasi接任"
"1576034484-732","https://www.ettoday.net/news/news-list.htm","政治","2019/12/10 11:45","立院大砍考試委員人數、任期　伍錦霖：遺憾但尊重"
"1576034484-467","https://www.ettoday.net/news/news-list.htm","社會","2019/12/10 16:33","遭男警壓倒在地…台聯前立委周倪安按鈴控告柯文哲「教唆傷害」！"
"1576034484-716","https://www.ettoday.net/news/news-list.htm","社會","2019/12/10 11:57","他到摩鐵不休息！持槍搶櫃檯得手2萬元　不到1天就被逮"
"1576034484-616","https://www.ettoday.net/news/news-list.htm","生活","2019/12/10 14:14","雲158線斗南虎尾連結段　統一降速為50公里列重點取締"
"1576034484-608","https://www.ettoday.net/news/news-list.htm","政治","2019/12/10 14:19","立院三讀／監察院將設國家人權委員會　院長兼任主委"
"1576034484-464","https://www.ettoday.net/news/news-list.htm","影劇","2019/12/10 16:37","【廣編】在流浪的過程尋找自己　《絕世情歌》譜出最耀眼的夢想"
"1576034484-263","https://www.ettoday.net/news/news-list.htm","影劇","2019/12/10 20:38","遭酸「妖怪大姑」又被譏「演大嬸」　江宏傑姊姊崩潰關家裡"
"1576034484-516","https://www.ettoday.net/news/news-list.htm","寵物動物","2019/12/10 15:50","貓奴製作「假胯下」原味抱枕！　10主子「卡位」朝聖"
"1576034484-773","https://www.ettoday.net/news/news-list.htm","體育","2019/12/10 11:08","CBA／廣廈裁掉「半獸人」　NBA明星只打7場就被解約"
"1576034484-112","https://www.ettoday.net/news/news-list.htm","影劇","2019/12/11 08:30","獨／高以翔淋冬雨拍時尚照…高爾夫球場「脫光換裝」　彩妝師淚曝生前暖舉"
"1576034484-55","https://www.ettoday.net/news/news-list.htm","健康","2019/12/11 10:23","宜蘭48歲老師久站「腿爆青筋」　新式微創手術解決困擾"
"1576034484-553","https://www.ettoday.net/news/news-list.htm","生活","2019/12/10 15:12","倡議20多年！「國影中心」設置條例三讀通過　新場館2021完工"
"1576034484-390","https://www.ettoday.net/news/news-list.htm","體育","2019/12/10 17:46","高中鋁聯／王政傑再見安打　育民工家4比3逆轉北科附工"
"1576034484-118","https://www.ettoday.net/news/news-list.htm","ET車雲","2019/12/11 08:05","戰神GT-R 50週年紀念款重磅站台　Nissan年底車展有看頭"
"1576034484-614","https://www.ettoday.net/news/news-list.htm","國際","2019/12/10 14:15","《華郵》：美國官員誤導大眾相信「阿富汗戰爭會獲勝」"
"1576034484-524","https://www.ettoday.net/news/news-list.htm","生活","2019/12/10 15:42","保存怦然心動的回憶！臺文館打造「創齡社群資源箱」邀銀髮族編輯圖文小誌"
"1576034484-480","https://www.ettoday.net/news/news-list.htm","社會","2019/12/10 16:19","嘉義水牛公園池塘中央浮出一具屍體　死因待查"
"1576034484-534","https://www.ettoday.net/news/news-list.htm","政治","2019/12/10 15:29","快訊／藍營抗議楊蕙如案包圍行政院！派5代表遞陳情書提3點要求"
"1576034484-216","https://www.ettoday.net/news/news-list.htm","體育","2019/12/10 22:02","6搶1資格賽爭議　辜仲諒：不用擔心會解決"
"1576034484-469","https://www.ettoday.net/news/news-list.htm","生活","2019/12/10 16:29","又有新選擇！印尼巴澤航空12/14開航「桃園-雅加達」　單程3211元起"
"1576034484-640","https://www.ettoday.net/news/news-list.htm","寵物動物","2019/12/10 13:30","眼前上演恐怖片！　惡霸犬懵臉求原諒「心虛大眼」融化網"
"1576034484-544","https://www.ettoday.net/news/news-list.htm","社會","2019/12/10 15:24","孫女睡午覺...外公闖房摸透！口水狂流：身材像外婆年輕時～她嚇壞扭身抵抗"
"1576034484-594","https://www.ettoday.net/news/news-list.htm","生活","2019/12/10 14:36","「論文大偏題」是長久問題　教團籲納入大學教學品保機制審查"
"1576034484-19","https://www.ettoday.net/news/news-list.htm","旅遊","2019/12/11 11:00","金黃燈海隧道、紅色愛心！「基隆海洋廣場」成耶誕美拍點"
"1576034484-104","https://www.ettoday.net/news/news-list.htm","旅遊","2019/12/11 09:01","耶誕跨年就在這吃　北市府推薦42家人氣食尚餐廳"
"1576034484-169","https://www.ettoday.net/news/news-list.htm","時尚","2019/12/11 00:28","蕭亞軒認愛「小16歲」鮮肉！40歲身材辣到炸，超嚴格飲食菜單公開"
"1576034484-660","https://www.ettoday.net/news/news-list.htm","健康","2019/12/10 13:01","「幽門螺旋桿菌」不治療...他5年後「胃癌三期」超後悔　醫曝危險因子"
"1576034484-242","https://www.ettoday.net/news/news-list.htm","政治","2019/12/10 21:21","綠營才推飛行夾克…藍營「鋼鐵H夾克」也開賣！韓國瑜嗆：確定你們詢問度破表？"
"1576034484-664","https://www.ettoday.net/news/news-list.htm","社會","2019/12/10 12:58","臉書貼文控宜蘭消防局長收賄改考績、蹺班　男涉誣告罪遭訴"
"1576034484-634","https://www.ettoday.net/news/news-list.htm","3C家電","2019/12/10 13:34","NCC手機認證多一張切結書　恐讓小米、realme新機上市生變"
"1576034484-657","https://www.ettoday.net/news/news-list.htm","ET車雲","2019/12/10 13:05","Skoda Scala年底車展「初體驗」　更有虛擬偶像搭配車模實境秀"
"1576034484-301","https://www.ettoday.net/news/news-list.htm","時尚","2019/12/10 19:37","交換禮物預備起！12星座美妝攻略，保證送到心坎裡"
"1576034484-85","https://www.ettoday.net/news/news-list.htm","電競","2019/12/11 09:50","玩家苦等20年！《惡靈古堡3》重製版將於2020年4月發售"
"1576034484-654","https://www.ettoday.net/news/news-list.htm","論壇","2019/12/10 13:07","我們是「惡意色情散播」的受害者還是加害者？"
"1576034484-668","https://www.ettoday.net/news/news-list.htm","生活","2019/12/10 12:53","建築師憂空總成為「大巨蛋翻版」　文化部澄清：將召開多場諮詢2年內提出"
"1576034484-399","https://www.ettoday.net/news/news-list.htm","政治","2019/12/10 17:40","全國競總開張　宋楚瑜轟民進黨吃相難看：比國民黨貪腐還嚴重"
"1576034484-439","https://www.ettoday.net/news/news-list.htm","生活","2019/12/10 17:03","新一波東北季風增強！「2地區」晚起變天轉雨　北部高溫明剩20°C"
"1576034484-580","https://www.ettoday.net/news/news-list.htm","政治","2019/12/10 14:48","快訊／緊咬楊蕙如案！國民黨動員千人「路過行政院」：消滅網軍東廠"
"1576034484-403","https://www.ettoday.net/news/news-list.htm","地方","2019/12/10 17:37","六家線動物彩繪列車開跑　林智堅和河馬樂樂共乘體驗"
"1576034484-720","https://www.ettoday.net/news/news-list.htm","政治","2019/12/10 11:54","回擊外交部！藍委反告吳釗燮教唆傷人　曾銘宗：已蒐集證據！"
"1576034484-519","https://www.ettoday.net/news/news-list.htm","寵物動物","2019/12/10 15:48","冬天來了！　阿汪睡覺捲成正圓形「草莓甜甜圈」抬頭萌翻"
"1576034484-683","https://www.ettoday.net/news/news-list.htm","影劇","2019/12/10 12:35","于美人離婚後「1舉動斷開過去」　公開聚財法寶：進門45度擺1根炭"
"1576034484-309","https://www.ettoday.net/news/news-list.htm","社會","2019/12/10 19:22","面試家政婦變試車？涉猥褻3女首開庭　柳林瑋超激動：指控非事實！"
"1576034484-694","https://www.ettoday.net/news/news-list.htm","房產雲","2019/12/10 12:21","基督女青會砸重金買中正區畸零地　單價破7百萬元"
"1576034484-182","https://www.ettoday.net/news/news-list.htm","影劇","2019/12/10 23:37","59歲女星傲開M字腿　賣力躺地抬腿...痛到三天無法遛狗"
"1576034484-676","https://www.ettoday.net/news/news-list.htm","消費","2019/12/10 12:43","禮享生活簡單淘！雙12年終大賞準備好了　此時不買錯過一年"
"1576034484-174","https://www.ettoday.net/news/news-list.htm","影劇","2019/12/11 00:15","唐嫣被爆生雙胞胎兒子老公哭了！　羅晉朋友圈截圖瘋傳…直播親回「好消息」"
"1576034484-708","https://www.ettoday.net/news/news-list.htm","時尚","2019/12/10 12:05","HOT・Stuff／OFF-WHITE彩色膠帶別注系列開賣！　萬元有找入手新鞋"
"1576034484-237","https://www.ettoday.net/news/news-list.htm","軍武","2019/12/10 21:27","美國2020《國防授權法案》達成協議　支持提高台灣「防禦能力」擴大軍售"
"1576034484-724","https://www.ettoday.net/news/news-list.htm","生活","2019/12/10 11:53","「95加滿」跳到105元…她只有30刷卡也悲劇　母7pupu救援：怎生到這些笨小孩"
"1576034484-238","https://www.ettoday.net/news/news-list.htm","體育","2019/12/10 21:26","日職／張奕已連11年無法在台過年　家人是拚下去動力"
"1576034484-457","https://www.ettoday.net/news/news-list.htm","財經","2019/12/10 16:44","5G競價第一天交戰10回合　目前總標金達267.74億元"
"1576034484-58","https://www.ettoday.net/news/news-list.htm","房產雲","2019/12/11 10:20","600多億雙子星開發案有譜　藍天宏匯最快2021年動工"
"1576034484-510","https://www.ettoday.net/news/news-list.htm","地方","2019/12/10 15:54","台東毒品慣犯深夜出沒　遇警心虛拔腿狂奔"
"1576034484-688","https://www.ettoday.net/news/news-list.htm","社會","2019/12/10 12:30","男子持槍強盜摩鐵2萬餘元　桃警隔日查獲「贓款只剩5千」"
"1576034484-41","https://www.ettoday.net/news/news-list.htm","生活","2019/12/11 10:39","簡訊提醒取貨！他想破頭...噴1199元「開箱超驚嚇」上當了　網傻：這我花199"
"1576034484-316","https://www.ettoday.net/news/news-list.htm","國際","2019/12/10 16:05","快訊／捷克醫院槍擊至少4死！現場出入口全面封鎖　嫌犯在逃"
"1576034484-593","https://www.ettoday.net/news/news-list.htm","政治","2019/12/10 14:39","就職將滿周年感想　盧秀燕：永遠不夠滿意、努力做得更好"
"1576034484-570","https://www.ettoday.net/news/news-list.htm","影劇","2019/12/10 15:01","跨年演唱會「嘉賓名單用手畫的」　網一看「10個火柴人」笑瘋！"
"1576034484-665","https://www.ettoday.net/news/news-list.htm","國際","2019/12/10 12:56","懷特島才噴發…日氣象廳續報各地活火山　櫻島已爆137次、西之島流熔岩"
"1576034484-624","https://www.ettoday.net/news/news-list.htm","財經","2019/12/10 13:57","勞動部明預告新法規　業者需強制幫外送員投保300萬"
"1576034484-46","https://www.ettoday.net/news/news-list.htm","政治","2019/12/11 10:36","藍綠差距大？2020當關鍵少數　柯文哲：差1、2%才有影響"
"1576034484-206","https://www.ettoday.net/news/news-list.htm","社會","2019/12/10 22:26","賓士「老王」甩尾衝逆向！休旅車「安全氣囊」秒炸開　年輕男下車賠罪"
"1576034484-602","https://www.ettoday.net/news/news-list.htm","大陸","2019/12/10 14:25","浸大學生會長道歉「原文用字錯誤」：台灣人幫香港人絕不是理所當然"
"1576034484-357","https://www.ettoday.net/news/news-list.htm","健康","2019/12/10 18:30","嚴重會癲癇昏迷！醫：勿餵5歲童「吃酒料理」...加熱2hr仍有酒精"
"1576034484-145","https://www.ettoday.net/news/news-list.htm","體育","2019/12/11 06:00","CBA／北京教頭壓力大　雅尼斯戰廣州一度頭暈離場"
"1576034484-492","https://www.ettoday.net/news/news-list.htm","大陸","2019/12/10 16:07","與妻吵架！狠父持斧頭「劈死1月大嬰兒」...雙手染血潛逃22年"
"1576034484-315","https://www.ettoday.net/news/news-list.htm","大陸","2019/12/10 16:06","飛機滑行將起飛！乘客得知「家人過世」要求倒退嚕...網戰翻"
"1576034484-176","https://www.ettoday.net/news/news-list.htm","財經","2019/12/11 00:04","中信海洋城堡耶誕樹點燈！點燃生命之火開跑　中信銀捐200萬助弱勢孩童"
"1576034484-347","https://www.ettoday.net/news/news-list.htm","論壇","2019/12/10 18:43","單厚之／誰吃香港抗爭者的人血饅頭？"
"1576034484-757","https://www.ettoday.net/news/news-list.htm","政治","2019/12/10 11:20","外交部告陳宜民！蘇貞昌挺員警：國民黨隨假新聞起舞還硬拗"
"1576034484-454","https://www.ettoday.net/news/news-list.htm","政治","2019/12/10 16:46","全國首例！苗栗石虎自治條例三讀通過　1公頃以上開發案需徵詢專業意見"
"1576034484-74","https://www.ettoday.net/news/news-list.htm","時尚","2019/12/11 10:02","這樣做難怪肌膚差！皮膚科醫師：秋冬容易犯的4個錯誤"
"1576034484-558","https://www.ettoday.net/news/news-list.htm","旅遊","2019/12/10 15:11","不只銀河洞瀑布！新店「波斯菊花海鑲嵌水梯田」超迷人"
"1576034484-92","https://www.ettoday.net/news/news-list.htm","體育","2019/12/11 09:20","羽球年終賽／5台將首戰今午起登場　戴資穎保球后先戰奧原希望"
"1576034484-697","https://www.ettoday.net/news/news-list.htm","政治","2019/12/10 12:19","沈富雄最新預測！韓國瑜輸250萬票　吳敦義裸退免得受人白眼"
"1576034484-539","https://www.ettoday.net/news/news-list.htm","生活","2019/12/10 15:27","旗津阿婆讚：小孩很漂亮！下秒「直球吐心聲」　夫妻倆心碎：不用硬聊沒關係"
"1576034484-17","https://www.ettoday.net/news/news-list.htm","社會","2019/12/11 11:05","過馬路突折返！騎士急煞機車秒噴飛　她慘被撞成腦出血...怒告過失結局竟反轉"
"1576034484-279","https://www.ettoday.net/news/news-list.htm","寵物動物","2019/12/10 20:12","法鬥套上春麗頭！賣萌慘變「拔智齒患者」　滿臉無奈笑翻媽"
"1576034484-750","https://www.ettoday.net/news/news-list.htm","體育","2019/12/10 11:27","天才小史創紀錄後柯爾身價更漲！　紐郵預測開啟3億美元時代"
"1576034484-565","https://www.ettoday.net/news/news-list.htm","影劇","2019/12/10 15:05","陳子玄家破產揹2000萬債！　爸爸遭親妹丟錢羞辱...她氣炸：看清人性"
"1576034484-272","https://www.ettoday.net/news/news-list.htm","財經","2019/12/10 20:26","經營權之爭／鈞泰市場派推選新董座　欲領公司大小章遭拒門外"
"1576034484-495","https://www.ettoday.net/news/news-list.htm","國際","2019/12/10 16:05","快訊／捷克醫院槍擊至少4死！現場出入口全面封鎖　嫌犯在逃"
"1576034484-40","https://www.ettoday.net/news/news-list.htm","生活","2019/12/11 10:41","返鄉不用搶！台鐵6班新自強號　12/17起花東人優先訂票"
"1576034484-686","https://www.ettoday.net/news/news-list.htm","社會","2019/12/10 12:31","包廂內按摩小兄弟...她見男客「一度軟腳」冷諷：沒感覺！再曝會館潛規則"
"1576034484-637","https://www.ettoday.net/news/news-list.htm","大陸","2019/12/10 13:31","癡迷小白球、賭博　前上海松江副區長涉收賄3200萬遭逮"
"1576034484-15","https://www.ettoday.net/news/news-list.htm","3C家電","2019/12/11 11:07","iPhone 11系列用戶回報GPS應用程式出問題　Strava工程師說是蘋果的問題"
"1576034484-82","https://www.ettoday.net/news/news-list.htm","政治","2019/12/11 09:54","「心中沒任何對不起高雄市民」　韓國瑜：我現在是請假！何來「落跑」？"
"1576034484-604","https://www.ettoday.net/news/news-list.htm","政治","2019/12/10 14:24","願賭服輸捐5萬給民眾黨　朱學恒：名字寫錯了！"
"1576034484-88","https://www.ettoday.net/news/news-list.htm","地方","2019/12/11 09:39","西班牙馬德里氣候變遷會議　林淵淙發表低碳城市願景"
"1576034484-663","https://www.ettoday.net/news/news-list.htm","財經","2019/12/10 12:59","2019超商風雲商品排行榜出爐　全家：氣泡水銷售數二年來成長十倍"
"1576034484-336","https://www.ettoday.net/news/news-list.htm","國際","2019/12/10 18:54","俄愛貓男兩年救出百隻被困地下室貓咪　人稱「貓俠」"
"1576034484-689","https://www.ettoday.net/news/news-list.htm","房產雲","2019/12/10 12:24","影／浴火重生！　富士康接手金礦咖啡　一次要開13家店"
"1576034484-178","https://www.ettoday.net/news/news-list.htm","政治","2019/12/11 00:02","批民進黨養網軍！韓國瑜：冒牌「韓粉」到處攻擊人"
"1576034484-180","https://www.ettoday.net/news/news-list.htm","影劇","2019/12/10 23:44","快訊／許孟哲登記結婚！　甜喊趙孟姿「Hello 許太太」"
"1576034484-754","https://www.ettoday.net/news/news-list.htm","政治","2019/12/10 11:24","吳敦義接韓國瑜競總榮譽主委　朱立倫：黨部、競總二合一"
"1576034484-456","https://www.ettoday.net/news/news-list.htm","體育","2019/12/10 16:45","喬治回到印地安那被狂噓　未來會解密離開溜馬原因"
"1576034484-51","https://www.ettoday.net/news/news-list.htm","國際","2019/12/11 10:28","「火山灰染白直升機」宛如核爆　救援隊冒死畫面曝：隨時會再噴發"
"1576034484-677","https://www.ettoday.net/news/news-list.htm","房產雲","2019/12/10 12:42","「BMW一灰一白」沒車位　鄰居每晚霸占：借停一下會怎樣？他沒轍…網砲翻"
"1576034484-162","https://www.ettoday.net/news/news-list.htm","國際","2019/12/11 01:15","「他們鎖上門…摔死我孩子」！緬甸屠殺羅興亞人國際法庭開庭　翁山蘇姬現場聆聽"
"1576034484-445","https://www.ettoday.net/news/news-list.htm","論壇","2019/12/10 16:59","空污讓中央與地方交火，問題究竟出在誰身上？"
"1576034484-662","https://www.ettoday.net/news/news-list.htm","論壇","2019/12/10 13:00","受刑人只是穿著囚服的公民 卻幾百人共用一把剃頭刀 司法官不解監所管理文化｜行動法庭 第43集"
"1576034484-758","https://www.ettoday.net/news/news-list.htm","3C家電","2019/12/10 11:20","Google Maps 無痕模式推出iOS版！　果粉不用怕行蹤隱私曝光"
"1576034484-702","https://www.ettoday.net/news/news-list.htm","社會","2019/12/10 12:11","賓士C300半夜直衝掉進台中梅川　駕駛：我外地來的不熟路況"
"1576034484-322","https://www.ettoday.net/news/news-list.htm","體育","2019/12/10 19:13","諸羅山少棒12月20日開打　241隊參賽再創新高"
"1576034484-507","https://www.ettoday.net/news/news-list.htm","體育","2019/12/10 15:56","字母哥砍32+15+8退魔術　曝15連勝公鹿最特別之處：我們愛著彼此"
"1576034484-190","https://www.ettoday.net/news/news-list.htm","影劇","2019/12/10 23:25","阿滴遭酸Youtuber界老大哥「掌控其他竄紅頻道」！　 網怒揭真相：好意被扭曲"
"1576034484-189","https://www.ettoday.net/news/news-list.htm","政治","2019/12/10 23:28","苗栗議會通過200億預算案！創連續26年一毛未刪紀錄　曾玟學嘆：表決被輾壓"
"1576034484-291","https://www.ettoday.net/news/news-list.htm","影劇","2019/12/10 19:43","余天找他選立委　施文彬爆「3區域選1個」：得先去問我媽"
"1576034484-776","https://www.ettoday.net/news/news-list.htm","3C家電","2019/12/10 11:06","Apple Store 新開張！蘋果更新程式與圖示　強調新的購物方式將帶給用戶更好體驗"
"1576034484-268","https://www.ettoday.net/news/news-list.htm","保險","2019/12/10 20:29","全台首張「郵輪旅遊綜合險」要來了　旅客最快12月可投保"
"1576034484-39","https://www.ettoday.net/news/news-list.htm","政治","2019/12/11 10:41","時力打「亡昌感」　柯文哲酸徐永明：你們自己製造出來的"
"1576034484-426","https://www.ettoday.net/news/news-list.htm","地方","2019/12/10 17:15","民豐有愛歲末送暖　再捐有機白米3千公斤"
"1576034484-311","https://www.ettoday.net/news/news-list.htm","社會","2019/12/10 16:08","鹹濕企劃「5分鐘大挑戰」！女直播主性愛片外流　悲憤4天怒告：家人知道也不在乎"
"1576034484-367","https://www.ettoday.net/news/news-list.htm","體育","2019/12/10 18:17","中職／帶陳琥逃脫安逸　林恩宇「雞式菜單」魔鬼特訓"
"1576034484-571","https://www.ettoday.net/news/news-list.htm","大陸","2019/12/10 15:00","被女友嬉鬧打一掌！27歲男腹部突劇痛...X光一照「腹腔臟器歪了」"
"1576034484-556","https://www.ettoday.net/news/news-list.htm","寵物動物","2019/12/10 15:11","曾趴櫃台怒嗆獸醫！　高加索這次打針「給摸又握手」眼神超有戲"
"1576034484-391","https://www.ettoday.net/news/news-list.htm","影劇","2019/12/10 17:46","陳子玄離婚前兆「5個月沒PO老公動態」！　無奈苦喊：他沒幫我過生日"
"1576034484-351","https://www.ettoday.net/news/news-list.htm","體育","2019/12/10 18:37","日職／12強美式調整很有用　張奕明年要學江少慶"
"1576034484-303","https://www.ettoday.net/news/news-list.htm","體育","2019/12/10 19:35","台北車站穿平底鞋登板！王維中近期找黃暐傑練球備戰明年"
"1576034484-86","https://www.ettoday.net/news/news-list.htm","生活","2019/12/11 09:45","長輩介紹39歲熟男　23歲有房有車妹快吐血：我行情很差？不是每個女生都愛錢"
"1576034484-87","https://www.ettoday.net/news/news-list.htm","影劇","2019/12/11 09:42","威猛巨石強森體內有老靈魂！《野蠻遊戲：全面晉級》娛樂性過關"
"1576034484-749","https://www.ettoday.net/news/news-list.htm","健康","2019/12/10 11:28","死亡率50%↑！醫苦救遭嫌「住院費太貴」挨告...嘆：救人前得先看口袋"
"1576034484-667","https://www.ettoday.net/news/news-list.htm","健康","2019/12/10 12:55","IKEA進口塑膠杯「連2週塑化劑超標」　食藥署將採逐批查驗"
"1576034484-165","https://www.ettoday.net/news/news-list.htm","大陸","2019/12/11 01:01","駁新疆言論！華春瑩：美國是超級謊言製造者、散播者"
"1576034484-575","https://www.ettoday.net/news/news-list.htm","社會","2019/12/10 14:57","華山分屍／陳伯謙辯受他威脅「護親友認殺人」　「Eric」出庭大家都傻眼"
"1576034484-366","https://www.ettoday.net/news/news-list.htm","體育","2019/12/10 18:18","日職／張奕明年要用獅吼功　歐力士隊友：不要太囂張"
"1576034484-447","https://www.ettoday.net/news/news-list.htm","政治","2019/12/10 16:52","嘉義大躍進！馬稠後園區後期動土　農業縣市轉型工農縣市"
"1576034484-765","https://www.ettoday.net/news/news-list.htm","生活","2019/12/10 11:13","【風電危國安3】帶頭破壞遊戲規則　台電被批「霸王硬上弓」"
"1576034484-397","https://www.ettoday.net/news/news-list.htm","社會","2019/12/10 17:43","清點木材到一半...「綑綁束帶」突斷裂！高雄女工遭重壓慘死"
"1576034484-449","https://www.ettoday.net/news/news-list.htm","時尚","2019/12/10 16:51","【奧斯塔羅】與目前的另一半有機會開花結果嗎？"
"1576034484-763","https://www.ettoday.net/news/news-list.htm","房產雲","2019/12/10 11:15","屋簷死角化身「童話小天地」！媽用木條＋木板　為女兒打造超美私人空間"
"1576034484-44","https://www.ettoday.net/news/news-list.htm","健康","2019/12/11 10:37","平均56歲！熟齡女團街頭大跳《怪美的》　狂翻跟斗觀光客看傻"
"1576034484-254","https://www.ettoday.net/news/news-list.htm","保險","2019/12/10 21:00","小額終老保單開放限購2張買氣回溫　短短4個月保費衝6.33億"
"1576034484-280","https://www.ettoday.net/news/news-list.htm","影劇","2019/12/10 20:09","大霈金鐘獎金4分之1捐公益　爸媽紅包加碼：過年要包破萬！"
"1576034484-778","https://www.ettoday.net/news/news-list.htm","政治","2019/12/10 11:04","陳玉珍夾到手竟特權占急診室　柯文哲：我5年前都叫立委去排隊"
"1576034484-80","https://www.ettoday.net/news/news-list.htm","地方","2019/12/11 09:56","2身障人士搞錯站牌等嘸公車　內埔警貼心載到火車站"
"1576034484-249","https://www.ettoday.net/news/news-list.htm","時尚","2019/12/10 21:03","戀愛總是不長久？從「分手時間表」看出問題　謹記三階段牢牢抓住另一半"
"1576034484-321","https://www.ettoday.net/news/news-list.htm","體育","2019/12/10 19:14","馬大偉運彩解盤／NBA 金塊@七六人　挺莊買小分"
"1576034484-678","https://www.ettoday.net/news/news-list.htm","政治","2019/12/10 12:40","藍營議員老爸幫買票…判當選無效定讞　彰化綠營「落選頭」遞補"
